Car_ID,Make,Model,Price,Year,Fuel Type,Location,Transmission
615,Mercedes-Benz,GL-Class 350 CDI,3700000,2015,Diesel,Lucknow,Automatic
616,Maruti Suzuki,Celerio ZXi [2017-2019],445000,2018,Petrol,Ludhiana,Manual
617,Mahindra,Thar LX 4-STR Hard Top Diesel MT,1475000,2021,Diesel,Ludhiana,Manual
618,Toyota,Fortuner 2.8 4x2 AT [2016-2020],2800000,2016,Diesel,Mohali,Automatic
619,Hyundai,Eon Magna [2011-2012],190000,2013,Petrol,Ludhiana,Manual
620,Maruti Suzuki,Swift VXi [2014-2017],600000,2020,Petrol,Meerut,Manual
621,Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],1835000,2020,Diesel,Mumbai,Automatic
622,Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],550000,2019,CNG,Mumbai,Manual
623,Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],715000,2017,Diesel,Delhi,Manual
624,Mahindra,XUV700 AX 7 Diesel AT 7 STR,2540000,2022,Diesel,Delhi,Automatic
625,Maruti Suzuki,Wagon R LXi (O) 1.0 CNG [2019-2020],525000,2019,CNG,Delhi,Manual
626,Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],425000,2015,Petrol,Delhi,Manual
627,Hyundai,Elite i20 Sportz 1.2 IVT,795000,2022,Petrol,Kanpur,Automatic
628,Honda,City 1.5 V MT,269000,2010,Petrol,Delhi,Manual
629,Toyota,Fortuner 4x2 AT,1450000,2013,Diesel,Mumbai,Automatic
630,Hyundai,Verna Fluidic 1.6 CRDi,565000,2014,Diesel,Lucknow,Manual
631,BMW,5-Series 520d Luxury Line,2550000,2015,Diesel,Coimbatore,Automatic
632,Hyundai,i20 Active 1.2 S,529000,2015,Petrol,Zirakpur,Manual
633,Maruti Suzuki,Alto VXi (O),400000,2019,Petrol,Ludhiana,Manual
634,Volkswagen,Vento Trendline Diesel,360000,2012,Diesel,Chandigarh,Manual
635,Maruti Suzuki,XL6 Zeta MT Petrol,975000,2019,Petrol,Pune,Manual
636,BMW,X1 sDrive20d Expedition,2600000,2017,Diesel,Hyderabad,Automatic
637,Mercedes-Benz,GL-Class 350 CDI,2390000,2013,Diesel,Delhi,Automatic
638,Kia,Seltos GTX Plus 1.4 [2020-2021],1550000,2019,Petrol,Bangalore,Manual
639,Maruti Suzuki,Alto VXi AMT,430000,2019,Petrol,Hyderabad,Automatic
640,Tata,Tigor EV XZ Plus,1275000,2021,Electric,Hyderabad,Automatic
641,Maruti Suzuki,Baleno Delta 1.2,600000,2018,Petrol,Mohali,Manual
642,Toyota,Corolla Altis VL AT Petrol,1650000,2018,Petrol,Pune,Automatic
643,Jaguar,XF 3.0 V6 Premium Luxury,3350000,2014,Diesel,Bangalore,Automatic
644,Audi,Q7 Technology 55 TFSI,9400000,2022,Petrol,Delhi,Automatic
645,Maruti Suzuki,Alto VXi,250000,2014,Petrol,Aurangabad,Manual
646,Mahindra,XUV500 W10 AT,994999,2016,Diesel,Mumbai,Automatic
647,Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],675000,2016,Diesel,Jalandhar,Manual
648,Maruti Suzuki,Swift DZire VXI,455000,2014,Petrol,Mumbai,Manual
649,Volkswagen,Polo Comfortline 1.2L (D),375000,2012,Diesel,Raipur,Manual
650,Maruti Suzuki,Wagon R VXI,345000,2016,Petrol,Nagpur,Manual
651,BMW,X1 sDrive20i xLine,4700000,2022,Petrol,Pune,Automatic
652,Hyundai,Elantra 1.8 SX MT,700000,2014,Petrol,Dehradun,Manual
653,Honda,City E Diesel,499000,2014,Diesel,Hyderabad,Manual
654,Maruti Suzuki,Ciaz VXi,590000,2015,Petrol,Delhi,Manual
655,Nissan,Micra XV CVT [2016-2017],490000,2014,Petrol,Coimbatore,Automatic
656,Maruti Suzuki,DZire VDi AMT,695000,2018,Diesel,Delhi,Automatic
657,Hyundai,Venue SX 1.4 CRDi,1025000,2019,Diesel,Mumbai,Manual
658,Volkswagen,Tiguan AllSpace 2.0 TSI,3375000,2021,Petrol,Mumbai,Automatic
659,Toyota,Innova 2.4 VX 8 STR [2016-2020],2250000,2019,Diesel,Pune,Manual
660,Mercedes-Benz,GLA 200 d Sport,2650000,2018,Diesel,Mumbai,Automatic
661,Maruti Suzuki,Baleno Delta 1.2,715000,2021,Petrol,Delhi,Manual
662,Hyundai,Creta SX 1.6 AT CRDi,1200000,2019,Diesel,Kolkata,Automatic
663,Hyundai,Eon 1.0 Kappa Magna + [2014-2016],275000,2012,Petrol,Indore,Manual
664,Honda,City 1.5 V MT,445000,2012,Petrol,Ernakulam,Manual
665,Mercedes-Benz,A-Class A 200d,1850000,2016,Diesel,Pune,Automatic
666,Maruti Suzuki,Baleno Alpha 1.3,665000,2017,Diesel,Delhi,Manual
667,Hyundai,Creta EX 1.4 CRDi,1090000,2019,Diesel,Hyderabad,Manual
668,Mercedes-Benz,S-Class S 350 CDI,5500000,2015,Diesel,Faridabad,Automatic
669,Audi,A6 35 TDI Matrix,2400000,2017,Diesel,Nashik,Automatic
670,Hyundai,Verna SX Plus 1.6 CRDi AT,1085000,2018,Diesel,Mumbai,Automatic
671,Hyundai,Alcazar Signature (O) 6 STR 2.0 Petrol AT,2140000,2021,Petrol,Mumbai,Automatic
672,Honda,Amaze 1.2 V CVT Petrol [2018-2020],795000,2019,Petrol,Pune,Automatic
673,Maruti Suzuki,Ertiga VXI CNG,1080000,2021,CNG,Delhi,Manual
674,Honda,Amaze 1.2 S MT Petrol [2018-2020],628000,2018,Petrol,Delhi,Manual
675,BMW,3-Series 320d Luxury Line,1550000,2013,Diesel,Hyderabad,Automatic
676,Mercedes-Benz,E-Class E 200,2400000,2016,Petrol,Mumbai,Automatic
677,Honda,City VX (O) MT,595000,2015,Petrol,Meerut,Manual
678,Land Rover,Evoque SE,3450000,2016,Diesel,Delhi,Automatic
679,Honda,WR-V VX MT Petrol,819999,2018,Petrol,Chennai,Manual
680,Audi,Q5 2.0 TDI quattro Premium Plus,1490000,2012,Diesel,Raipur,Automatic
681,Mahindra,XUV300 1.5 W6 [2019-2020],950000,2020,Diesel,Agra,Manual
682,Jaguar,XF Prestige Diesel CBU,3750000,2019,Diesel,Delhi,Automatic
683,Mercedes-Benz,C-Class C200 Progressive,4950000,2021,Petrol,Pune,Automatic
684,Jeep,Compass Model S (O) Diesel 4x4 AT,2950000,2021,Diesel,Pune,Automatic
685,MG,Hector Sharp 1.5 DCT Petrol [2019-2020],1625000,2019,Petrol,Pune,Automatic
686,Toyota,Fortuner 3.0 4x4 MT,1290000,2012,Diesel,Ludhiana,Manual
687,Toyota,Etios Liva GD,625000,2015,Diesel,Pune,Manual
688,Mahindra,XUV500 W10,1490000,2018,Diesel,Chennai,Manual
689,Hyundai,i10 Asta 1.2 AT with Sunroof,325000,2013,Petrol,Thane,Automatic
690,Mahindra,XUV500 W10 AT,1190000,2017,Diesel,Delhi,Automatic
691,Mahindra,Scorpio VLX 2WD Airbag BS-IV,625000,2013,Diesel,Salem,Manual
692,Land Rover,Range Rover Sport SDV6 HSE,5375000,2014,Diesel,Delhi,Automatic
693,Honda,City ZX CVT Petrol [2017-2019],1138000,2018,Petrol,Mumbai,Automatic
694,Audi,A4 1.8 TFSI Multitronic Premium Plus,4250000,2021,Petrol,Mumbai,Automatic
695,Honda,Brio S MT,365000,2014,Petrol,Kharar,Manual
696,Chevrolet,Cruze LTZ AT,475000,2014,Diesel,Delhi,Automatic
697,Hyundai,Creta SX 1.6 CRDi,1225000,2019,Diesel,Jalandhar,Manual
698,Maruti Suzuki,Ertiga VDI SHVS,725000,2017,Diesel,Delhi,Manual
699,Mercedes-Benz,GLA 200 CDI Sport,2450000,2017,Diesel,Mumbai,Automatic
700,Hyundai,Sonata 2.0 CRDi,225000,2009,Diesel,Yamunanagar,Manual
701,Maruti Suzuki,DZire VXi AMT,695000,2018,Petrol,Mumbai,Automatic
702,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2200000,2018,Diesel,Pune,Automatic
703,Honda,Amaze 1.5 VX CVT Diesel,950000,2020,Diesel,Ludhiana,Automatic
704,Toyota,Innova ZX 2.7 AT 7 STR,2598000,2022,Petrol,Delhi,Automatic
705,Honda,Jazz VX Petrol,585000,2017,Petrol,Mumbai,Manual
706,Ford,Aspire Titanium 1.2 Ti-VCT,434999,2017,Petrol,Delhi,Manual
707,Maruti Suzuki,Swift VDi,295000,2009,Diesel,Coimbatore,Manual
708,Maruti Suzuki,Ciaz Delta 1.5 Diesel,910000,2019,Diesel,Hyderabad,Manual
709,Maruti Suzuki,Celerio VXi,565000,2020,Petrol,Hyderabad,Manual
710,Toyota,Urban Cruiser Premium Grade AT,1050000,2021,Petrol,Varanasi,Automatic
711,Hyundai,Creta E Plus 1.4 CRDI,990000,2019,Diesel,Ahmedabad,Manual
712,Audi,A3 35 TDI Premium Plus,2590000,2020,Diesel,Chandigarh,Automatic
713,Mahindra,XUV500 W8 AWD [2015-2017],1000000,2016,Diesel,Rudrapur,Manual
714,Hyundai,i10 1.1L iRDE ERA Special Edition,254999,2012,Petrol,Patna,Manual
715,Hyundai,Verna Fluidic 1.6 VTVT SX AT,598000,2015,Petrol,Navi Mumbai,Automatic
716,Mahindra,Bolero Power Plus ZLX [2016-2019],850000,2018,Diesel,Jalandhar,Manual
717,Hyundai,Elite i20 Asta 1.4 (O) CRDi,560000,2016,Diesel,Ambala Cantt,Manual
718,Audi,A4 2.0 TDI (177bhp) Premium,975000,2011,Diesel,Lucknow,Automatic
719,Audi,A3 35 TDI Premium,2600000,2017,Diesel,Chennai,Automatic
720,Skoda,Rapid Ambition 1.6 TDI CR MT,745000,2016,Diesel,Hyderabad,Manual
721,Hyundai,Grand i10 Asta 1.2 Kappa VTVT,495000,2017,Petrol,Delhi,Manual
722,Audi,A3 40 TFSI Premium Plus + sunroof,2450000,2018,Petrol,Pune,Automatic
723,Honda,Brio E MT,250000,2013,Petrol,Dehradun,Manual
724,Mercedes-Benz,C-Class C 220 CDI Avantgarde,2850000,2016,Diesel,Delhi,Automatic
725,Mahindra,Scorpio S10,925000,2016,Diesel,Lucknow,Manual
726,Toyota,Fortuner 3.0 4x2 AT,1075000,2013,Diesel,Delhi,Automatic
727,Mercedes-Benz,E-Class E 350 d Exclusive [2017-2019],6225000,2019,Diesel,Pune,Automatic
728,Jaguar,XF 3.0 V6 Premium Luxury,2650000,2015,Diesel,Hyderabad,Automatic
729,Audi,A6 2.0 TDI Premium,1500000,2014,Diesel,Mohali,Automatic
730,Jaguar,XF R 5.0 V8 Supercharged,2800000,2011,Petrol,Pune,Automatic
731,Mitsubishi,Pajero SFX 2.8,625000,2011,Diesel,Mirzapur,Manual
732,Toyota,Etios G,325000,2011,Petrol,Pune,Manual
733,Mahindra,Marazzo M6 Plus 8 STR,1485000,2021,Diesel,Chennai,Manual
734,Audi,A6 3.0 TDI quattro Premium,1650000,2012,Diesel,Lucknow,Automatic
735,Audi,A3 35 TDI Premium,1800000,2014,Diesel,Pune,Automatic
736,Toyota,Innova 2.5 VX 7 STR BS-III,1290000,2014,Diesel,Bangalore,Manual
737,Nissan,Terrano XL D Plus,600000,2016,Diesel,Chennai,Manual
738,Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],436000,2014,Petrol,Delhi,Automatic
739,Toyota,Fortuner 2.8 4x4 AT [2016-2020],4300000,2021,Diesel,Chandigarh,Automatic
740,Datsun,Go T (O),270000,2017,Petrol,Lucknow,Manual
741,Chevrolet,Cruze LTZ,320000,2011,Diesel,Kanpur,Manual
742,Hyundai,Creta SX 1.4 Turbo 7 DCT,1911000,2022,Petrol,Delhi,Automatic
743,BMW,X5 xDrive30d xLine,8600000,2020,Diesel,Mumbai,Automatic
744,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],3900000,2019,Diesel,Delhi,Automatic
745,Volvo,V40 D3 R-Design,2000000,2016,Diesel,Mumbai,Automatic
746,Hyundai,Santro Sportz AMT [2018-2020],465000,2019,Petrol,Kolkata,Automatic
747,Honda,City V,875000,2019,Petrol,Pune,Manual
748,MINI,Cooper S,3200000,2017,Petrol,Mumbai,Automatic
749,Mahindra,TUV300 T6 Plus,850000,2019,Diesel,Bhopal,Manual
750,Renault,Kwid 1.0 RXT AMT Opt,426999,2020,Petrol,Zirakpur,Automatic
751,Mercedes-Benz,GLE 300d 4MATIC LWB,9200000,2022,Diesel,Delhi,Automatic
752,Hyundai,Creta 1.6 SX,1035000,2018,Diesel,Patna,Manual
753,Maruti Suzuki,DZire ZXi,695000,2018,Petrol,Mumbai,Manual
754,BMW,X1 sDrive20d xLine,3675000,2020,Diesel,Bangalore,Automatic
755,Mahindra,Thar LX 4-STR Hard Top Diesel AT,1700000,2021,Diesel,Yamunanagar,Automatic
756,Tata,Tiago Revotron XZ,449000,2018,Petrol,Hyderabad,Manual
757,Mercedes-Benz,C-Class 220 CDI AT,5400000,2022,Diesel,Bangalore,Automatic
758,MG,Gloster Sharp 6 STR 2.0 Twin Turbo 4WD,3950000,2021,Diesel,Delhi,Automatic
759,Hyundai,Elite i20 Sportz 1.4,565000,2015,Diesel,Ludhiana,Manual
760,BMW,X1 sDrive20d xLine,3775000,2019,Diesel,Bangalore,Automatic
761,Mercedes-Benz,E-Class E220 CDI Blue Efficiency,1275000,2012,Diesel,Surat,Automatic
762,Renault,Kwid 1.0 RXT Edition,375000,2018,Petrol,Mumbai,Manual
763,Maruti Suzuki,Vitara Brezza ZDi,949000,2018,Diesel,Dharwad,Manual
764,Maruti Suzuki,Swift ZDi Plus,775000,2019,Diesel,Hyderabad,Manual
765,Audi,A6 2.0 TDI Premium Plus,1800000,2014,Diesel,Delhi,Automatic
766,Honda,City VX CVT,825000,2016,Petrol,Mumbai,Automatic
767,Hyundai,Santro Magna [2018-2020],509999,2019,Petrol,Hyderabad,Manual
768,Mahindra,Scorpio S11 2WD 7 STR,1350000,2018,Diesel,Lucknow,Manual
769,Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],650000,2020,Petrol,Bangalore,Manual
770,Honda,City ZX Diesel,1490000,2021,Diesel,Lucknow,Manual
771,Maruti Suzuki,Baleno Sigma 1.2,545000,2016,Petrol,Jalandhar,Manual
772,BMW,3-Series 320d Luxury Line,2950000,2018,Diesel,Coimbatore,Automatic
773,Mercedes-Benz,E-Class E350 CDI Avantgarde,1150000,2010,Diesel,Pune,Automatic
774,Audi,Q3 2.0 TDI quattro Premium,1850000,2013,Diesel,Mumbai,Automatic
775,BMW,X5 xDrive 30d,3995000,2016,Diesel,Mumbai,Automatic
776,Mercedes-Benz,E-Class E250 CDI Avantgarde,1750000,2014,Diesel,Delhi,Automatic
777,Audi,Q7 45 TDI Premium Plus,5500000,2017,Diesel,Mumbai,Automatic
778,Nissan,Sunny XV Diesel,360000,2013,Diesel,Lucknow,Manual
779,Ford,Ecosport Titanium 1.5L Ti-VCT,625000,2019,Petrol,Kolkata,Manual
780,BMW,3-Series 320d Luxury Line,4150000,2019,Diesel,Delhi,Automatic
781,Mahindra,Thar LX 4-STR Hard Top Diesel MT,1698999,2021,Diesel,Dehradun,Manual
782,Maruti Suzuki,Baleno Delta 1.2,484999,2018,Petrol,Faridabad,Manual
783,Audi,A4 30 TFSI Premium Plus,4250000,2020,Petrol,Pune,Automatic
784,Maruti Suzuki,Ertiga VXI CNG,800000,2017,CNG,Mumbai,Manual
785,Hyundai,Creta SX 1.6 (O) Petrol,1275000,2019,Petrol,Delhi,Manual
786,Porsche,718 Boxster,9500000,2018,Petrol,Delhi,Automatic
787,BMW,3-Series 320d Luxury Line,1375000,2013,Diesel,Bangalore,Automatic
788,Hyundai,Creta SX 1.5 Diesel [2020-2022],1700000,2022,Diesel,Raipur,Manual
789,Mahindra,XUV500 W6 2013,500000,2013,Diesel,Varanasi,Manual
790,Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],6800000,2020,Diesel,Pune,Automatic
791,Maruti Suzuki,DZire VXi AMT,715000,2019,Petrol,Mumbai,Automatic
792,Maruti Suzuki,Wagon R VXI+ AMT,380000,2016,Petrol,Ahmedabad,Automatic
793,Honda,Brio E MT,375000,2016,Petrol,Delhi,Manual
794,Land Rover,Range Rover Sport SDV6 SE,7200000,2016,Diesel,Bangalore,Automatic
795,Mercedes-Benz,GLE 300d 4MATIC LWB,8190000,2020,Diesel,Delhi,Automatic
796,Maruti Suzuki,Swift ZXi AMT [2018-2019],695000,2018,Petrol,Mumbai,Automatic
797,Hyundai,Creta 1.6 SX (O),875000,2016,Diesel,Patna,Manual
798,Land Rover,Discovery Sport HSE Luxury,3500000,2016,Diesel,Pune,Automatic
799,Hyundai,i20 Active 1.2 SX,685000,2018,Petrol,Pune,Manual
800,Tata,Safari XZ Plus,1875000,2021,Diesel,Gorakhpur,Manual
801,Skoda,Octavia 1.8 TSI Ambition Plus AT,1685000,2017,Petrol,Mumbai,Automatic
802,Audi,A6 35 TDI Matrix,2550000,2015,Diesel,Chandigarh,Automatic
803,Hyundai,Creta SX 1.6 CRDI,869999,2017,Diesel,Kanpur,Manual
804,Mahindra,Thar CRDe 4x4 AC,875000,2018,Diesel,Mumbai,Manual
805,Audi,Q3 2.0 TDI quattro Premium,1390000,2012,Diesel,Ahmedabad,Automatic
806,Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],825000,2019,Diesel,Lucknow,Manual
807,Maruti Suzuki,Ciaz Zeta 1.4 AT,785000,2017,Petrol,Mumbai,Automatic
808,Mercedes-Benz,GLA 200 CDI Sport,2145000,2016,Diesel,Mumbai,Automatic
809,Maruti Suzuki,Eeco 5 STR WITH HTR CNG [2018-2019],590000,2021,CNG,Bhopal,Manual
810,Hyundai,i20 Sportz 1.2 (O),335000,2013,Petrol,Ambala Cantt,Manual
811,Jaguar,XJ 3.0 Petrol,2550000,2013,Petrol,Mumbai,Automatic
812,Mercedes-Benz,E-Class E 220 d Avantgarde,6500000,2019,Diesel,Bangalore,Automatic
813,Volkswagen,Polo Highline1.2L (P),490000,2015,Petrol,Delhi,Manual
814,BMW,7-Series 730Ld DPE,5950000,2017,Diesel,Delhi,Automatic
815,Hyundai,i20 Magna 1.2,250000,2011,Petrol,Mumbai,Manual
816,Renault,Kwid 1.0 RXT [2016-2019],420000,2017,Petrol,Hyderabad,Manual
817,Hyundai,Tucson GL 2WD AT Diesel,2395000,2019,Diesel,Bangalore,Automatic
818,Hyundai,i20 Sportz 1.4 CRDI,360000,2013,Diesel,Rudrapur,Manual
819,Nissan,Sunny XV Diesel,325000,2013,Diesel,Zirakpur,Manual
820,Land Rover,Evoque Dynamic SD4,2300000,2013,Diesel,Chennai,Automatic
821,Maruti Suzuki,Ertiga Vxi CNG,642000,2014,CNG,Mumbai,Manual
822,Hyundai,Eon Era +,290000,2018,Petrol,Kheda,Manual
823,Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],390000,2014,Petrol,Delhi,Manual
824,Toyota,Corolla Altis 1.8 G AT,890000,2014,Petrol,Delhi,Automatic
825,Honda,City 1.5 EXi,100000,2002,Petrol,Ranchi,Manual
826,Maruti Suzuki,Swift LXi,440000,2016,Petrol,Gurgaon,Manual
827,Maruti Suzuki,Ciaz Delta 1.4 MT,721000,2018,Petrol,Noida,Manual
828,Skoda,Octavia 1.8 TSI L&K,1515000,2018,Petrol,Ludhiana,Automatic
829,Land Rover,Discovery Sport SE R-Dynamic Petrol,7000000,2021,Petrol,Delhi,Automatic
830,Honda,City V,949000,2018,Petrol,Mysore,Manual
831,Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],5500000,2019,Diesel,Gurgaon,Automatic
832,Renault,Kwid RXT [2015-2019],319000,2018,Petrol,Zirakpur,Manual
833,Maruti Suzuki,Ertiga VDi,459999,2013,Diesel,Ludhiana,Manual
834,Volvo,V40 D3 R-Design,2100000,2018,Diesel,Raipur,Automatic
835,Maruti Suzuki,Baleno Delta 1.2,685000,2017,Petrol,Bangalore,Manual
836,MINI,Cooper S,3900000,2020,Petrol,Delhi,Automatic
837,Toyota,Etios GD,300000,2013,Diesel,Kanpur,Manual
838,Porsche,Panamera 3.0 Diesel,6350000,2016,Diesel,Delhi,Automatic
839,Mercedes-Benz,GLE 250 d,5400000,2018,Diesel,Dehradun,Automatic
840,Mercedes-Benz,A-Class Sedan 200d,4100000,2022,Diesel,Ahmedabad,Automatic
841,Mercedes-Benz,GLS 350 d,6875000,2019,Diesel,Dehradun,Automatic
842,Hyundai,Creta SX 1.6 (O) Petrol,1115000,2018,Petrol,Delhi,Manual
843,Honda,City V CVT Petrol [2017-2019],761000,2017,Petrol,Ahmedabad,Automatic
844,Maruti Suzuki,Baleno Zeta 1.2,825000,2021,Petrol,Thane,Manual
845,Hyundai,Elite i20 Magna 1.4 CRDI [2016-2017],650000,2016,Diesel,Jaipur,Manual
846,Honda,Jazz V Petrol,565000,2017,Petrol,Delhi,Manual
847,Mercedes-Benz,S-Class 350,750000,2007,Petrol,Pune,Automatic
848,Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,685000,2021,Petrol,Mumbai,Automatic
849,Maruti Suzuki,Estilo VXi,135000,2008,Petrol,Mirzapur,Manual
850,Hyundai,Elite i20 Magna Executive 1.2,609000,2018,Petrol,Udupi,Manual
851,Mahindra,Scorpio LX BS-III,365000,2009,Diesel,Lucknow,Manual
852,Audi,Q7 45 TDI Premium Plus,5175000,2016,Diesel,Pune,Automatic
853,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2175000,2018,Diesel,Ludhiana,Automatic
854,Ssangyong,Rexton RX7,675000,2013,Diesel,Ahmedabad,Automatic
855,BMW,X5 3.0d,1400000,2009,Diesel,Coimbatore,Automatic
856,Honda,Amaze 1.2 S i-VTEC Opt,480000,2016,Petrol,Guwahati,Manual
857,BMW,5-Series 520d Luxury Line [2017-2019],5800000,2020,Diesel,Mumbai,Automatic
858,Audi,Q7 45 TDI Technology Pack,6700000,2018,Diesel,Surat,Automatic
859,Hyundai,Elantra 1.6 SX AT,625000,2014,Diesel,Delhi,Automatic
860,Isuzu,MU-X 4x2,1791000,2017,Diesel,Thane,Automatic
861,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],422000,2018,Petrol,Ahmedabad,Manual
862,Audi,A4 Premium Plus 40 TFSI,4200000,2021,Petrol,Delhi,Automatic
863,Toyota,Corolla Altis VL AT Petrol,1295000,2018,Petrol,Thane,Automatic
864,Hyundai,Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],495000,2017,Petrol,Delhi,Manual
865,Tata,Tiago Revotron XTA [2017-2019],585000,2019,Petrol,Mumbai,Automatic
866,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],3950000,2019,Diesel,Mumbai,Automatic
867,Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],7475000,2021,Diesel,Delhi,Automatic
868,Skoda,Rapid Elegance 1.6 MPI AT,425000,2013,Petrol,Delhi,Automatic
869,BMW,5-Series 525d Sedan,975000,2011,Diesel,Mohali,Automatic
870,Mercedes-Benz,E-Class E 220d Expression [2019-2019],4150000,2017,Diesel,Chennai,Automatic
871,Audi,Q7 35 TDI Premium Plus + Sunroof,2475000,2012,Diesel,Bangalore,Automatic
872,BMW,5-Series 520d Sport Line,2990000,2017,Diesel,Mumbai,Automatic
873,BMW,X5 xDrive 30d,3550000,2015,Diesel,Chandigarh,Automatic
874,Renault,Duster 85 PS RxL Diesel,280000,2013,Diesel,Faridabad,Manual
875,Mercedes-Benz,S-Class 350,1500000,2009,Petrol,Chennai,Automatic
876,BMW,6-Series GT 630d Luxury Line [2018-2019],5100000,2019,Diesel,Pune,Automatic
877,Toyota,Fortuner 3.0 MT,825000,2010,Diesel,Lucknow,Manual
878,Maruti Suzuki,Wagon R LXI CNG (O),310000,2014,CNG,Lucknow,Manual
879,Honda,Jazz V AT Petrol,595000,2016,Petrol,Delhi,Automatic
880,Toyota,Commuter HiAce 3.0 L,3100000,2014,Diesel,Ludhiana,Automatic
881,Jeep,Compass Limited 2.0 Diesel [2017-2020],1240000,2017,Diesel,Mumbai,Manual
882,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],328000,2018,Petrol,Mumbai,Manual
883,Hyundai,Elite i20 Sportz 1.2,625000,2018,Petrol,Delhi,Manual
884,Maruti Suzuki,Swift VDi,409999,2015,Diesel,Gurgaon,Manual
885,Maruti Suzuki,Baleno Alpha (O) 1.2,975000,2022,Petrol,Delhi,Manual
886,Maruti Suzuki,Swift DZire ZXI,545000,2015,Petrol,Mohali,Manual
887,Volkswagen,Polo Trendline 1.0L (P),699000,2019,Petrol,Bangalore,Manual
888,Maruti Suzuki,Celerio LXi,390000,2014,Petrol,Coimbatore,Manual
889,Toyota,Corolla Altis GL,680000,2014,Diesel,Kanpur,Manual
890,Maruti Suzuki,Ciaz ZDi SHVS,625000,2015,Diesel,Allahabad,Manual
891,Maruti Suzuki,Wagon R LXi LPG,235000,2012,LPG,Varanasi,Manual
892,Mahindra,Scorpio S2,951000,2016,Diesel,Patna,Manual
893,Honda,City 1.5 V AT,550000,2011,Petrol,Bangalore,Automatic
894,Jeep,Compass Limited 1.4 Petrol AT [2017-2020],1350000,2017,Petrol,Chennai,Automatic
895,Hyundai,i10 Magna 1.2 Kappa2,325000,2013,Petrol,Thane,Manual
896,Audi,A4 2.0 TDI (143 bhp),1150000,2012,Diesel,Pune,Automatic
897,Audi,Q7 35 TDI Premium + Sunroof,2600000,2015,Diesel,Delhi,Automatic
898,Maruti Suzuki,Ciaz ZXI+,640000,2016,Petrol,Lucknow,Manual
899,Tata,Tigor EV XZ Plus,1250000,2021,Electric,Hyderabad,Automatic
900,Toyota,Corolla Altis 1.8 VL AT,450000,2011,Petrol,Mumbai,Automatic
901,BMW,5-Series 520d Sedan,750000,2010,Diesel,Pune,Automatic
902,Audi,A6 Technology 45 TFSI,5300000,2020,Petrol,Chennai,Automatic
903,Volvo,XC60 Inscription [2017-2020],5800000,2019,Diesel,Ludhiana,Automatic
904,Maruti Suzuki,Vitara Brezza ZDi,801000,2018,Diesel,Patna,Manual
905,Volkswagen,Jetta 1.9L TDI,310000,2009,Diesel,Pune,Manual
906,Mahindra,Scorpio S6 Plus 1.99 [2016-2017],1090000,2017,Diesel,Delhi,Manual
907,Maruti Suzuki,Alto VXi,245000,2014,Petrol,Jamshedpur,Manual
908,Honda,Amaze 1.2 S i-VTEC,475000,2014,Petrol,Coimbatore,Manual
909,Toyota,Fortuner 2.8 4x4 AT [2016-2020],2800000,2017,Diesel,Delhi,Automatic
910,Tata,Nexon EV XZ Plus,1450000,2022,Electric,Mumbai,Automatic
911,Audi,A3 35 TDI Premium,2950000,2020,Diesel,Pune,Automatic
912,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],545000,2019,Petrol,Kharar,Manual
913,Ford,Endeavour Titanium 2.0 4x2 AT,3975000,2021,Diesel,Delhi,Automatic
914,Mercedes-Benz,GLC 220 d Progressive,4200000,2017,Diesel,Pune,Automatic
915,Hyundai,Xcent SX CRDi,434999,2017,Diesel,Kolkata,Manual
916,Renault,Kwid RXT [2015-2019],315000,2017,Petrol,Pune,Manual
917,Ssangyong,Rexton RX6,900000,2016,Diesel,Mirzapur,Manual
918,Honda,City VX,550000,2015,Petrol,Kolkata,Manual
919,BMW,X3 xDrive-20d xLine,4400000,2018,Diesel,Mumbai,Automatic
920,Toyota,Fortuner 3.0 4x2 AT,1600000,2015,Diesel,Mohali,Automatic
921,Datsun,Redigo T(O) 1.0 [2017-2019],198000,2017,Petrol,Faridabad,Manual
922,Hyundai,i10 Magna 1.1 LPG,225000,2014,LPG,Patna,Manual
