Spec_ID,Car_ID,Engine,Max Power,Max Torque,Drivetrain
667,667,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD
668,668,2987 cc,255 bhp @ 3600 rpm,620 Nm @ 1600 rpm,RWD
669,669,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD
670,670,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD
671,671,1999 cc,157 bhp @ 6500 rpm,191 Nm @ 4500 rpm,FWD
672,672,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
673,673,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
674,674,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
675,675,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
676,676,1991 cc,184 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD
677,677,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
678,678,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD
679,679,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
680,680,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD
681,681,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD
682,682,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD
683,683,1991 cc,201 bhp @ 5800 rpm,300 Nm @ 1200 rpm,RWD
684,684,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD
685,685,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD
686,686,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD
687,687,1364 cc,67 bhp @ 3800 rpm,170 Nm @ 1800 rpm,FWD
688,688,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD
689,689,1197 cc,80@5200,111@4000,FWD
690,690,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD
691,691,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD
692,692,2993 cc,289 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD
693,693,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
694,694,1798 cc,170 bhp @ 3800 rpm,320 Nm @ 1400 rpm,FWD
695,695,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD
696,696,1998 cc,164 bhp @ 3800 rpm,380 Nm @ 2000 rpm,FWD
697,697,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD
698,698,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
699,699,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD
700,700,1991 cc,142@4000,323@2000,FWD
701,701,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
702,702,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD
703,703,1498 cc,79 bhp @ 3600 rpm,160 Nm @ 1750 rpm,FWD
704,704,2694 cc,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,RWD
705,705,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
706,706,1196 cc,87 bhp @ 6300 rpm,112 Nm @ 4000 rpm,FWD
707,707,1248 cc,75@4000,190@2000,FWD
708,708,1498 cc,94 bhp @ 4000 rpm,225 Nm @ 1500 rpm,FWD
709,709,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
710,710,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
711,711,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD
712,712,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD
713,713,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,AWD
714,714,1086 cc,68 bhp @ 5500 rpm,99.081 Nm @ 4500 rpm,FWD
715,715,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD
716,716,1493 cc,70 bhp @ 3600 rpm,195 Nm @ 1400 rpm,RWD
717,717,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD
718,718,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD
719,719,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD
720,720,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD
721,721,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
722,722,1798 cc,178 bhp @ 5100 rpm,250 Nm @ 150 rpm,FWD
723,723,999 cc,124 bhp @ 6000 rpm,,FWD
724,724,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,RWD
725,725,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD
726,726,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD
727,727,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,RWD
728,728,999 cc,124 bhp @ 6000 rpm,,FWD
729,729,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD
730,730,999 cc,124 bhp @ 6000 rpm,,FWD
731,731,2835 cc,118 bhp @ 4000 rpm,292 Nm @ 2000 rpm,AWD
732,732,1496 cc,90 bhp @ 5600 rpm,132 Nm @ 3000 rpm,FWD
733,733,1497 cc,121 bhp @ 3500 rpm,300 Nm @ 1750 rpm,FWD
734,734,2967 cc,245 bhp @ 4000 rpm,500 Nm @ 1400 rpm,AWD
735,735,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD
736,736,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD
737,737,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD
738,738,1197 cc,79 bhp @ 6000 rpm,112 Nm @ 4000 rpm,FWD
739,739,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD
740,740,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD
741,741,1991 cc,150@4000,327@2600,FWD
742,742,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD
743,743,2993 cc,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,AWD
744,744,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
745,745,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD
746,746,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD
747,747,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
748,748,1998 cc,189 bhp @,280 Nm @ 1250 rpm,FWD
749,749,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD
750,750,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD
751,751,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD
752,752,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD
753,753,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD
754,754,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD
755,755,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD
756,756,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD
757,757,2148 cc,170@3700,410@2000,RWD
758,758,1996 cc,215 bhp @ 4000 rpm,480 Nm @ 1500 rpm,AWD
759,759,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD
760,760,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD
761,761,2143 cc,231 bhp @ 3000 rpm,400 Nm @ 2800 rpm,RWD
762,762,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD
763,763,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
764,764,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
765,765,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD
766,766,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
767,767,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD
768,768,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD
769,769,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
770,770,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
771,771,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
772,772,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
773,773,2987 cc,231@3800,540@1600,RWD
774,774,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD
775,775,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD
776,776,2143 cc,204 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD
777,777,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD
778,778,1461 cc,85 bhp @ 3750 rpm,200 Nm @ 2000 rpm,FWD
779,779,1497 cc,121 bhp @ 6500 rpm,150 Nm @ 4500 rpm,FWD
780,780,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
781,781,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD
782,782,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
783,783,1395 cc,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD
784,784,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
785,785,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD
786,786,1988 cc,295 bhp @ 6500 rpm,380 Nm @ 2150 rpm,RWD
787,787,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
788,788,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
789,789,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD
790,790,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD
791,791,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
792,792,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
793,793,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD
794,794,2993 cc,289 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD
795,795,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD
796,796,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
797,797,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD
798,798,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD
799,799,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
800,800,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD
801,801,1798 cc,177 bhp @ 4500 rpm,250 Nm @ 1250 rpm,FWD
802,802,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD
803,803,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD
804,804,2498 cc,105 bhp @ 3800 rpm,247 Nm @ 1800 rpm,AWD
805,805,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD
806,806,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
807,807,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
808,808,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD
809,809,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD
810,810,999 cc,124 bhp @ 6000 rpm,,FWD
811,811,2995 cc,335 bhp @ 6500 rpm,450 Nm @ 3500 rpm,RWD
812,812,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
813,813,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD
814,814,2993 cc,262 bhp @ 4000 rpm,620 Nm @ 2000 rpm,RWD
815,815,999 cc,124 bhp @ 6000 rpm,,FWD
816,816,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD
817,817,1995 cc,182 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD
818,818,1336 cc,89 bhp @ 4000 rpm,219.744 Nm @ 1500 rpm,FWD
819,819,1461 cc,85 bhp @ 3750 rpm,200 Nm @ 2000 rpm,FWD
820,820,2179 cc,190 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD
821,821,1373 cc,82 bhp @ 6000 rpm,110 Nm @ 4000 rpm,FWD
822,822,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD
823,823,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
824,824,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD
825,825,999 cc,124 bhp @ 6000 rpm,,FWD
826,826,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
827,827,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
828,828,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD
829,829,1997 cc,245 bhp @ 5500 rpm,365 Nm @ 1500 rpm,AWD
830,830,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
831,831,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
832,832,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD
833,833,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
834,834,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD
835,835,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
836,836,1998 cc,189 bhp @,280 Nm @ 1250 rpm,FWD
837,837,1364 cc,68 bhp @ 3600 rpm,170 Nm @ 2400 rpm,FWD
838,838,999 cc,124 bhp @ 6000 rpm,,FWD
839,839,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD
840,840,1950 cc,147 bhp @ 3400 rpm,320 Nm @ 1400 rpm,FWD
841,841,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD
842,842,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD
843,843,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
844,844,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
845,845,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD
846,846,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
847,847,3498 cc,272@6000,350@2400,RWD
848,848,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
849,849,1061 cc,64@6200,84@3500,FWD
850,850,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
851,851,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD
852,852,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD
853,853,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD
854,854,2696 cc,184 bhp @ 4000 rpm,402 Nm @ 3000 rpm,AWD
855,855,2993 cc,218@4000,480@1750,AWD
856,856,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD
857,857,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
858,858,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD
859,859,1582 cc,126 bhp @ 4000 rpm,259 Nm @ 1900 rpm,FWD
860,860,2999 cc,174 bhp @ 3600 rpm,380 Nm @ 1800 rpm,RWD
861,861,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD
862,862,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD
863,863,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD
864,864,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
865,865,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD
866,866,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
867,867,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
868,868,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD
869,869,1995 cc,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,RWD
870,870,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
871,871,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD
872,872,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
873,873,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD
874,874,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD
875,875,3498 cc,272@6000,350@2400,RWD
876,876,2993 cc,265 bhp @ 4000 rpm,620 Nm @ 2000 rpm,RWD
877,877,2982 cc,171@3600,343@1400,AWD
878,878,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD
879,879,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
880,880,999 cc,124 bhp @ 6000 rpm,,FWD
881,881,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD
882,882,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD
883,883,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
884,884,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
885,885,999 cc,124 bhp @ 6000 rpm,,FWD
886,886,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
887,887,999 cc,75 bhp @ 6200 rpm,95 Nm @ 3000 rpm,FWD
888,888,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
889,889,1364 cc,87 bhp @ 3800 rpm,205 Nm @ 1800 rpm,FWD
890,890,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
891,891,998 cc,46 bhp @ 6200 rpm,85 Nm @ 3500 rpm,FWD
892,892,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD
893,893,1497 cc,118@6600,146@4600,FWD
894,894,1368 cc,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD
895,895,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD
896,896,999 cc,124 bhp @ 6000 rpm,,FWD
897,897,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD
898,898,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
899,899,999 cc,124 bhp @ 6000 rpm,,FWD
900,900,1794 cc,132@6000,170@4200,FWD
901,901,1995 cc,177@4000,350@1750,RWD
902,902,1984 cc,241 bhp @ 5000 rpm,370 Nm @ 1600 rpm,FWD
903,903,1969 cc,235 bhp @ 4250 rpm,480 Nm @ 1750 rpm,AWD
904,904,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
905,905,999 cc,124 bhp @ 6000 rpm,,FWD
906,906,1997 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD
907,907,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
908,908,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD
909,909,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD
910,910,999 cc,124 bhp @ 6000 rpm,,FWD
911,911,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD
912,912,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
913,913,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,RWD
914,914,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD
915,915,1186 cc,74 bhp @ 4000 rpm,190 Nm @ 1750 rpm,FWD
916,916,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD
917,917,2696 cc,162 bhp @ 4000 rpm,340 Nm @ 3250 rpm,AWD
918,918,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
919,919,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD
920,920,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD
921,921,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD
922,922,1086 cc,68 bhp @ 5500 rpm,99.08 Nm @ 4500 rpm,FWD
923,923,1396 cc,100@5500,137@4200,FWD
924,924,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD
925,925,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
926,926,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
927,927,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD
928,928,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD
929,929,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
930,930,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
931,931,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
932,932,1199 cc,74 bhp @ 4200 rpm,180 Nm @ 2000 rpm,FWD
933,933,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD
934,934,999 cc,71 bhp @ 6250 rpm,96 Nm @ 3500 rpm,FWD
935,935,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
936,936,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
937,937,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD
938,938,999 cc,124 bhp @ 6000 rpm,,FWD
939,939,2993 cc,289 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD
940,940,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD
941,941,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
942,942,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
943,943,2179 cc,138 bhp @ 4000 rpm,320 Nm @ 1700 rpm,RWD
944,944,1991 cc,184 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD
945,945,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
946,946,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
947,947,1248 cc,75 bhp @ 4000 rpm,197 Nm @ 1750 rpm,FWD
948,948,1968 cc,150 bhp @ 3500 rpm,340 Nm @ 1750 rpm,FWD
949,949,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
950,950,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD
951,951,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD
952,952,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,FWD
953,953,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
954,954,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
955,955,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
956,956,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD
957,957,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD
958,958,2184 cc,182 bhp @ 3500 rpm,450 Nm @ 1750 rpm,AWD
959,959,2967 cc,241 bhp @ 4000 rpm,500 Nm @ 1400 rpm,AWD
960,960,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD
961,961,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD
962,962,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
963,963,2179 cc,148 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD
964,964,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD
965,965,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
966,966,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD
967,967,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
968,968,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD
969,969,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD
970,970,1498 cc,119 bhp @ 6600 rpm,145 Nm @ 4300 rpm,FWD
971,971,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
972,972,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD
973,973,999 cc,124 bhp @ 6000 rpm,,FWD
974,974,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
975,975,1598 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD
976,976,1497 cc,118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
977,977,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD
978,978,6592 cc,570 bhp @ 5250 rpm,780 Nm @ 1500 rpm,RWD
979,979,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD
980,980,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD
981,981,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD
982,982,1498 cc,89 bhp @ 4200 rpm,230 Nm @ 1500 rpm,FWD
983,983,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
984,984,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD
985,985,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
986,986,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD
987,987,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD
988,988,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD
989,989,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
990,990,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
991,991,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD
992,992,999 cc,124 bhp @ 6000 rpm,,FWD
993,993,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
994,994,1498 cc,99 bhp @ 3750 rpm,215 Nm @ 1750 rpm,FWD
995,995,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
996,996,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD
